iter	Logloss
120	0.01706919424
121	0.01682372559
122	0.01646011171
123	0.01622393373
124	0.0159805054
125	0.01556498421
126	0.0154020959
127	0.01533531701
128	0.0150965594
129	0.01489379385
130	0.01452348332
131	0.01424286573
132	0.01404370611
133	0.01376622132
134	0.01367056394
135	0.01343894608
136	0.01328795606
137	0.01311494478
138	0.01301156508
139	0.01284365639
140	0.01263920673
141	0.01249286409
142	0.01231839659
143	0.01217042106
144	0.01195476738
145	0.01185109765
146	0.01164700991
147	0.01140490624
148	0.0113292315
149	0.01120027252
150	0.01104134595
151	0.01091097063
152	0.0107039434
153	0.01055007104
154	0.01036823411
155	0.01017550534
156	0.01002687547
157	0.009888566883
158	0.009830812673
159	0.00968022149
160	0.009574031301
161	0.009468277227
162	0.009388068758
163	0.009293143197
164	0.009172347668
165	0.009028419428
166	0.008906178707
167	0.008802636496
168	0.008687237958
169	0.008521388183
170	0.008387888228
171	0.008343461943
172	0.008250124898
173	0.008166579568
174	0.008037244106
175	0.007944276523
176	0.00784805052
177	0.007774704791
178	0.007725930702
179	0.007677132521
180	0.007576481853
181	0.007520014223
182	0.007435025562
183	0.007320048085
184	0.007234486407
185	0.007150664982
186	0.007081687496
187	0.006985479007
188	0.006892729697
189	0.006809286839
190	0.006696981161
191	0.006608600672
192	0.006560861555
193	0.006510619399
194	0.006442070908
195	0.006346825021
196	0.006278387596
197	0.006237324921
198	0.006131338092
199	0.006091435712
200	0.00604978443
201	0.005945998338
202	0.005895506356
203	0.00584650452
204	0.005771117435
205	0.00572594692
206	0.005677847949
207	0.005632686142
208	0.005585673671
209	0.005510225785
210	0.005457377237
211	0.005413288133
212	0.005387519839
213	0.005360418154
214	0.005328390796
215	0.005208774141
216	0.005180461817
217	0.005142095268
218	0.005114114323
219	0.005087875182
220	0.005027767908
221	0.0049787512
222	0.004948499954
223	0.004899047885
224	0.004860389906
225	0.004814143634
226	0.004793469612
227	0.004776266521
228	0.004752086492
229	0.004723137107
230	0.004665436992
231	0.004638801057
232	0.004588863572
233	0.004556154683
234	0.004477298572
235	0.004446609398
236	0.004370191476
237	0.004346023753
238	0.004315181575
239	0.004288275404
240	0.004263833678
241	0.004235750077
242	0.004185041244
243	0.004150700537
244	0.004123338908
245	0.004097037061
246	0.004051059789
247	0.004005814019
248	0.003949672915
249	0.003924057251
250	0.003893078476
251	0.003872224925
252	0.003840319671
253	0.003811662081
254	0.00377884712
255	0.0037636026
256	0.003743648444
257	0.003726771136
258	0.003689351154
259	0.00367401233
260	0.003644696238
261	0.003622845606
262	0.003602549253
263	0.003575058829
264	0.003533519683
265	0.003514645845
266	0.003489435146
267	0.003477870675
268	0.003447469104
269	0.00342119185
270	0.003399127111
271	0.003365511377
272	0.003343880505
273	0.003305633052
274	0.003274498826
275	0.003237806315
276	0.003224773998
277	0.003183023545
278	0.003168601436
279	0.003161112734
280	0.003136692439
281	0.003118381648
282	0.003104196487
283	0.00308386326
284	0.003064563646
285	0.00304567075
286	0.003028947699
287	0.003015564901
288	0.002989868506
289	0.002975181316
290	0.002963488397
291	0.002945919539
292	0.002922901395
293	0.002902709241
294	0.002868389739
295	0.002855557475
296	0.00282764221
297	0.002800067296
298	0.002778623426
299	0.002760004724
300	0.00273946401
301	0.002720826565
302	0.002709528661
303	0.002694264197
304	0.002668268778
305	0.002654549505
306	0.002634388195
307	0.002609375964
308	0.002598915331
309	0.002563674026
310	0.002553353397
311	0.002527291936
312	0.002516368633
313	0.002506816841
314	0.002493922718
315	0.002481355217
316	0.002460020121
317	0.00244575103
318	0.00243668536
319	0.002413635742
320	0.002400170168
321	0.002394967307
322	0.002384533868
323	0.002359563828
324	0.002342904214
325	0.002334172365
326	0.002329356941
327	0.002313628102
328	0.002304505015
329	0.002293389166
330	0.002279616344
331	0.002275087956
332	0.002267093809
333	0.002246989563
334	0.002218028521
335	0.002207346201
336	0.002193523686
337	0.002174789083
338	0.002157871754
339	0.002139487801
340	0.002123827975
341	0.002112776039
342	0.002097934482
343	0.002094018574
344	0.002069579299
345	0.002060362569
346	0.002043825246
347	0.002034576702
348	0.002027614124
349	0.00201073136
350	0.002002299739
351	0.001992001457
352	0.001982960062
353	0.001969732749
354	0.001969732749
355	0.001969711894
356	0.001969731726
357	0.001959039737
358	0.001959039737
359	0.001944178196
360	0.00193635197
361	0.001916442431
362	0.001916442431
363	0.001912805272
364	0.001905279952
365	0.001891137258
366	0.001880123956
367	0.001880123956
368	0.001874855469
369	0.001867684605
370	0.001857394058
371	0.001843411991
372	0.001843398721
373	0.001838428619
374	0.001831733761
375	0.001819701501
376	0.001806556172
377	0.001795355444
378	0.001781764211
379	0.001775603271
380	0.001768132496
381	0.001760850506
382	0.001749935328
383	0.001733564065
384	0.001723910393
385	0.001718000941
386	0.001718000941
387	0.00171796812
388	0.00171339452
389	0.00171339452
390	0.001713389304
391	0.001713389304
392	0.001713389304
393	0.001708292668
394	0.001697176831
395	0.001685338832
396	0.001674672431
397	0.001674672431
398	0.001674696272
399	0.001674696272
400	0.001674696251
401	0.001674696251
402	0.001674696251
403	0.001674696251
404	0.001674696251
405	0.001674696251
406	0.001669241033
407	0.001669195616
408	0.001669194671
409	0.001669200831
410	0.001669190885
411	0.001669190885
412	0.00166921081
413	0.00166921081
414	0.001669158499
415	0.001669144491
416	0.001669144491
417	0.001669160986
418	0.001669169308
419	0.001669169685
420	0.001665386012
421	0.001665386012
422	0.001665386012
423	0.001665333534
424	0.001665339547
425	0.001665339547
426	0.001665358523
427	0.001665358523
428	0.001665345127
429	0.001665345127
430	0.001665345127
431	0.001665345127
432	0.001665345127
433	0.001665321626
434	0.001665321626
435	0.001665321626
436	0.001665321626
437	0.001665321626
438	0.001665321626
439	0.001665321626
440	0.001665328267
441	0.001665328267
442	0.001665328267
443	0.0016653222
444	0.0016653222
445	0.0016653222
446	0.0016653222
447	0.0016653222
448	0.0016653222
449	0.0016653222
450	0.001665336569
451	0.001665336569
452	0.001665336569
453	0.001665336569
454	0.001665336569
455	0.001665336569
456	0.001665336569
457	0.001665336569
458	0.001665310686
459	0.001665310686
460	0.001665310686
461	0.001665310686
462	0.001659489199
463	0.001655144972
464	0.001646601746
465	0.001641468144
466	0.001633027611
467	0.001626959723
468	0.001617536763
469	0.001611369843
470	0.001611369843
471	0.001611369843
472	0.001611369843
473	0.001611369843
474	0.001604067154
475	0.001598396223
476	0.0015898517
477	0.001589880858
478	0.001589880858
479	0.001589862501
480	0.001589824539
481	0.001589871931
482	0.001589871931
483	0.001589871931
484	0.001589871931
485	0.001589857536
486	0.001589864119
487	0.001589864119
488	0.001589816589
489	0.001589847092
490	0.001589819624
491	0.001589841314
492	0.001589836266
493	0.001589836266
494	0.001589811792
495	0.001589818312
496	0.00158980591
497	0.001589809642
498	0.00158980427
499	0.001589797847
